Actual_jobs,City,State
0,Chilcoot-Vinton,California
0,Lakeview,California
11,Duarte,California
16,San Juan Capistrano,California
2,Wofford Heights,California
2,Arvin,California
0,Monterey Park,California
15,Turlock,California
0,Indio Hills,California
0,Mecca,California
5,Downey,California
0,Alameda,California
3,Three Rivers,California
43,Pine Mountain Club,California
3,Pasatiempo,California
0,Salton City,California
1,Sleepy Hollow,California
1,Lake Mathews,California
1352,Rouse,California
0,Hornitos,California
2,Tipton,California
1,Stanford,California
6,Beverly Hills,California
2,Benton,California
0,Strawberry,California
1,Los Altos Hills,California
0,Little River,California
0,Bucks Lake,California
4,Chowchilla,California
0,Bishop,California
0,Hartley,California
1,Valinda,California
1,Commerce,California
2,Vandenberg AFB,California
0,Thermal,California
0,Topanga,California
0,Temelec,California
3,Paynes Creek,California
0,Malaga,California
0,Hawthorne,California
2,Cantua Creek,California
0,Rancho Tehama Reserve,California
0,Spring Valley,California
0,Belden,California
0,Lakehead,California
0,San Pasqual,California
0,Santa Barbara,California
2,Highgrove,California
0,Nipinnawasee,California
0,Kensington,California
0,Cazadero,California
6,Winton,California
8,Garey,California
0,Tahoma,California
0,Rancho Murieta,California
8,Stallion Springs,California
0,Mettler,California
1,Healdsburg,California
0,Farmington,California
0,Mayfair,California
1,Felton,California
0,Hillsborough,California
1,Point Reyes Station,California
0,Tranquillity,California
0,Nord,California
0,La Habra Heights,California
2,Madera Acres,California
0,Crest,California
5,Lakewood,California
10,Paradise,California
0,Rollingwood,California
4,Bridgeport,California
2,Bangor,California
0,Oak Hills,California
4,Freeport,California
0,Samoa,California
0,Cottonwood,California
1,Trinity Center,California
0,Lynwood,California
0,Paskenta,California
1,Clear Creek,California
3,Eastvale,California
0,Greenville,California
0,Dollar Point,California
19,Tulare,California
9,Norwalk,California
2,Alpaugh,California
10,Point Arena,California
6,Coto de Caza,California
6,Carpinteria,California
0,Berkeley,California
1,Heber,California
0,Taft,California
0,Bystrom,California
0,Discovery Bay,California
2,Canby,California
0,Huntington Park,California
0,Goleta,California
0,Gerber,California
4,Fruitridge Pocket,California
0,Moss Beach,California
6,Reedley,California
3,Chula Vista,California
0,Linden,California
1,Scotia,California
0,Ramona,California
0,Camp Pendleton South,California
1,Benbow,California
0,East Oakdale,California
3,Riverbank,California
0,Flournoy,California
1,Long Beach,California
10,Petaluma,California
3,Bodfish,California
0,Santa Susana,California
11,Novato,California
9,Nevada City,California
1,Weedpatch,California
0,Marin City,California
7,Ione,California
0,Mountain Gate,California
0,Mount Hermon,California
0,Grayson,California
0,Del Rey Oaks,California
0,Casmalia,California
1,Ridgecrest,California
0,Vine Hill,California
0,Raisin City,California
1,Green Valley,California
1,Sutter,California
0,Perris,California
75,Avalon,California
46,Kettleman City,California
5,Ceres,California
1,Shandon,California
0,Sierraville,California
0,Desert Hot Springs,California
0,West Whittier-Los Nietos,California
5,Auburn,California
0,Weaverville,California
4,Desert Shores,California
2,Calpella,California
1,Lookout,California
115,Twentynine Palms,California
1,Watsonville,California
0,Kentfield,California
0,Colma,California
0,Edna,California
0,Idlewild,California
4,South Pasadena,California
1,Poplar-Cotton Center,California
1,Wrightwood,California
1,San Gabriel,California
0,Woodbridge,California
132,Soledad,California
0,Old Station,California
0,Three Rocks,California
0,El Portal,California
0,West Point,California
0,Camanche North Shore,California
3,Glendora,California
1,Terminous,California
5,Hood,California
4,Atwater,California
5,Sierra Madre,California
0,Crescent Mills,California
7,Antioch,California
1,Fiddletown,California
0,Bell Gardens,California
0,Pine Grove,California
1,Windsor,California
2,West Puente Valley,California
298,Santa Monica,California
5,Lone Pine,California
0,Tuttletown,California
0,Coarsegold,California
0,Parkwood,California
1,Lucerne,California
0,Kingvale,California
0,Sultana,California
1,Lawndale,California
2,French Valley,California
0,Piedmont,California
0,Elk Creek,California
0,Las Lomas,California
4,Goodyears Bar,California
2,Murphys,California
198,South Lake Tahoe,California
0,Leggett,California
0,El Rancho,California
28,Arcata,California
6,Laytonville,California
1,Crowley Lake,California
8,North Tustin,California
7,Galt,California
2,Stevinson,California
9,East Hemet,California
0,Cherokee,California
33,Placentia,California
4,Santa Maria,California
1,Clovis,California
1,Seeley,California
6,Patterson,California
1,Bay Point,California
0,Cold Springs,California
4,Littlerock,California
0,Beale AFB,California
2,San Bruno,California
0,Portola,California
0,Friant,California
1,South San Gabriel,California
3,Eagleville,California
0,Olancha,California
1,Wildomar,California
0,Larkspur,California
4,Laguna Niguel,California
0,San Ramon,California
0,Bend,California
3,Lemoore,California
1,Grand Terrace,California
0,Cohasset,California
0,West Athens,California
0,Hamilton City,California
1,Diamond Springs,California
0,Mokelumne Hill,California
1,Mira Monte,California
1,Isla Vista,California
0,Del Monte Forest,California
0,Vina,California
0,Harbison Canyon,California
0,Byron,California
0,Graniteville,California
0,Aptos,California
0,East Pasadena,California
2,Proberta,California
0,Fetters Hot Springs-Agua Caliente,California
9,Palo Verde,California
0,Orosi,California
1,Irwindale,California
0,Burney,California
0,Fontana,California
0,Bethel Island,California
0,California Pines,California
1,Clio,California
0,Cotati,California
46,West Hollywood,California
0,Loleta,California
1,Etna,California
3,San Bernardino,California
0,Jurupa Valley,California
0,Valley Wells,California
0,Colton,California
0,Santa Venetia,California
0,Loyalton,California
1,Camp Pendleton North,California
22,Red Bluff,California
0,Sattley,California
0,Bell,California
7,Rough and Ready,California
0,Tehama,California
1,Clarksburg,California
0,Caspar,California
0,Carnelian Bay,California
1,La Mirada,California
5,San Antonio Heights,California
0,Arcadia,California
0,Lake Hughes,California
28,Frazier Park,California
0,San Joaquin,California
3,Rancho Calaveras,California
0,Ben Lomond,California
0,Litchfield,California
0,Porterville,California
1,Templeton,California
0,Earlimart,California
0,Salmon Creek,California
0,Vista Santa Rosa,California
442,Bluewater,California
0,Loomis,California
0,Oak Glen,California
0,Lemon Grove,California
10,Challenge-Brownsville,California
2,Stevenson Ranch,California
0,Coffee Creek,California
0,Ruth,California
0,Summerland,California
5,Franklin,California
1,Orangevale,California
8,Big Pine,California
0,Ukiah,California
7,Olivehurst,California
8,Redlands,California
0,Laguna Hills,California
0,Shelter Cove,California
0,West Menlo Park,California
7,Martell,California
7,Rocklin,California
0,Grangeville,California
0,South San Francisco,California
0,Hercules,California
1,North Auburn,California
0,Redwood City,California
0,Sutter Creek,California
175,Dos Palos Y,California
0,Dixon,California
1,Homeland,California
0,Lee Vining,California
0,Catheys Valley,California
4,Dutch Flat,California
1,Cabazon,California
0,Tennant,California
2,Vallecito,California
4,Garden Grove,California
6,Fremont,California
0,Fruitdale,California
2,Lathrop,California
0,Blairsden,California
13,Coalinga,California
0,Garden Acres,California
0,Coulterville,California
8,Moreno Valley,California
0,East Nicolaus,California
5,Lakeland Village,California
0,West Rancho Dominguez,California
0,Pala,California
0,Plumas Lake,California
0,Atascadero,California
0,California City,California
0,Trinidad,California
1,Benicia,California
0,Knights Landing,California
0,French Gulch,California
0,Mount Laguna,California
1,Paradise Park,California
1,Nuevo,California
0,Solana Beach,California
0,Oak Shores,California
0,Ladera,California
0,Millbrae,California
0,Culver City,California
0,Castroville,California
0,Delft Colony,California
0,Chico,California
1,El Cajon,California
1,Rio Oso,California
2,Crescent City,California
1,Truckee,California
2,Greenfield,California
0,Martinez,California
0,Port Hueneme,California
0,Ontario,California
0,Castro Valley,California
37,Murrieta,California
0,Gasquet,California
0,Pittsburg,California
1,Hopland,California
1,La Puente,California
2,Hacienda Heights,California
0,Taylorsville,California
1,Bradbury,California
0,Cudahy,California
4,Grass Valley,California
17,Big River,California
0,Myrtletown,California
0,Markleeville,California
0,South Oroville,California
0,Palos Verdes Estates,California
1,Janesville,California
2,Denair,California
3,Orinda,California
1,Huron,California
0,Rainbow,California
0,Ridgemark,California
8,Citrus Heights,California
5,Lake of the Woods,California
0,Oak View,California
1,South Dos Palos,California
0,Anchor Bay,California
0,Boonville,California
14,La Verne,California
0,Albion,California
3,Oildale,California
0,Westmont,California
0,La Selva Beach,California
0,Collierville,California
2,Lafayette,California
0,Walker,California
0,Caribou,California
0,Monterey,California
0,East Los Angeles,California
2,Sonoma,California
0,Groveland,California
2,Merced,California
0,Aspen Springs,California
0,San Simeon,California
0,Le Grand,California
0,Westwood,California
0,Soda Springs,California
0,Carmel-by-the-Sea,California
1,Del Mar,California
0,Desert View Highlands,California
0,Mountain Ranch,California
0,Blue Lake,California
0,Waterford,California
3,Alum Rock,California
1,North Lakeport,California
0,Menifee,California
0,Bowles,California
0,Boronda,California
3,Charter Oak,California
0,Big Creek,California
0,Avila Beach,California
0,California Hot Springs,California
0,Keene,California
0,Sand City,California
2,Rutherford,California
0,Canyondam,California
3,Tustin,California
0,Victor,California
0,Val Verde,California
0,Farmersville,California
1,Saranap,California
0,Richmond,California
1,Santa Cruz,California
0,Happy Camp,California
118,Hornbrook,California
0,Corralitos,California
0,Wilkerson,California
0,Midpines,California
0,Twin Lakes,California
0,Alhambra,California
0,Suisun City,California
3,Parkway,California
0,Calwa,California
0,Bakersfield,California
0,Phillipsville,California
0,Lemoore Station,California
3,Lake Los Angeles,California
0,Aromas,California
1,Edwards AFB,California
0,Winter Gardens,California
4,Mammoth Lakes,California
37,Fullerton,California
2,Gustine,California
3,Delano,California
0,San Francisco,California
2,East Sonora,California
1,Foothill Farms,California
4,Lake City,California
0,Terra Bella,California
0,Edgewood,California
1,Pike,California
0,Muir Beach,California
0,Woodlake,California
6,Dana Point,California
1,Lockwood,California
3,Mount Shasta,California
2,Woodcrest,California
1,Woodside,California
1,El Verano,California
0,Squirrel Mountain Valley,California
1,Woodlands,California
0,Tuolumne City,California
0,Seville,California
0,Shasta,California
2,San Fernando,California
0,Lompoc,California
0,South Gate,California
0,Bolinas,California
0,Hemet,California
1,Chalfant,California
1,Hamilton Branch,California
3,Arbuckle,California
0,Philo,California
2,Lexington Hills,California
0,Gazelle,California
0,Forbestown,California
0,Loma Mar,California
0,Goshen,California
1,Antelope,California
0,Humboldt Hill,California
1,Guerneville,California
0,Fresno,California
0,East Foothills,California
0,North El Monte,California
0,Union City,California
7,Walnut,California
0,El Granada,California
9,Orange,California
1,Deer Park,California
1,Bradley,California
8,Buena Park,California
38,Fort Bidwell,California
3,Citrus,California
4,Camino,California
4,Newman,California
0,Loma Linda,California
7,River Pines,California
0,Moskowite Corner,California
12,Pomona,California
0,Stratford,California
2,Lake Elsinore,California
5,Covina,California
0,Larkfield-Wikiup,California
1,Cayucos,California
0,Albany,California
0,Fallbrook,California
19,Borrego Springs,California
0,Paramount,California
853,Winterhaven,California
0,Dos Palos,California
2,Lake San Marcos,California
247,Manteca,California
0,Kerman,California
4,Nipomo,California
10,San Dimas,California
0,Loyola,California
1,Buttonwillow,California
0,Keswick,California
1,Marina del Rey,California
0,Vincent,California
0,Greenhorn,California
0,Santa Rosa Valley,California
0,Westhaven-Moonstone,California
0,Creston,California
0,French Camp,California
0,Forest Meadows,California
2,Davis,California
3,Hollister,California
6,El Rio,California
14,Morro Bay,California
1,Monte Rio,California
10,Cameron Park,California
0,Lakeport,California
0,Upper Lake,California
5,Georgetown,California
7,Malibu,California
0,Redondo Beach,California
0,Lake Almanor West,California
0,Lamont,California
0,Bieber,California
0,Moss Landing,California
3,Anaheim,California
1,Mojave,California
0,Camanche Village,California
0,Julian,California
0,Bell Canyon,California
8,Biggs,California
0,Florin,California
0,Talmage,California
0,Linda,California
2,Butte Valley,California
3,West Carson,California
0,Fall River Mills,California
7,Claremont,California
2,Pleasant Hill,California
0,Santa Ynez,California
2,Santa Clarita,California
0,Derby Acres,California
0,Hanford,California
0,Clearlake,California
0,Morada,California
8,Brea,California
0,Lake Arrowhead,California
8,Drytown,California
2,Los Angeles,California
0,Smartsville,California
0,Calipatria,California
1,Esparto,California
0,Manchester,California
3,Rio Dell,California
2,Princeton,California
3,Mountain View Acres,California
2,Lake of the Pines,California
7,Yolo,California
7,Penn Valley,California
0,McKittrick,California
0,Soulsbyville,California
0,Thousand Oaks,California
0,Fairmead,California
0,Grover Beach,California
0,Westmorland,California
0,West Bishop,California
0,Lebec,California
0,Crows Landing,California
0,Hardwick,California
0,Pine Hills,California
0,Gold River,California
0,Mill Valley,California
1,Topaz,California
6,Glendale,California
1,Pixley,California
6,Santa Rosa,California
0,Whitley Gardens,California
0,Richgrove,California
5,Los Banos,California
0,Volta,California
0,Fillmore,California
0,Bret Harte,California
0,Brentwood,California
0,Shasta Lake,California
0,Cutten,California
4,Mead Valley,California
0,Nicolaus,California
125,Fort Irwin,California
0,Mariposa,California
3,Wallace,California
0,Acampo,California
0,Mentone,California
0,Waukena,California
5,Desert Center,California
0,Port Costa,California
0,Cromberg,California
1,Highland,California
0,Hidden Hills,California
0,Los Osos,California
3,Encinitas,California
0,Los Olivos,California
0,Johnsville,California
2,Sanger,California
0,Oakland,California
2,Greenacres,California
1,Lockeford,California
0,La Porte,California
0,View Park-Windsor Hills,California
0,Indian Falls,California
0,Tara Hills,California
0,East San Gabriel,California
2,Richfield,California
1,Sea Ranch,California
0,Lake Sherwood,California
3,Cypress,California
0,Belvedere,California
0,Comptche,California
1,Granite Bay,California
0,Forest Ranch,California
3,Poway,California
0,Ballico,California
4,Monrovia,California
0,Orick,California
0,Lake Isabella,California
0,Bayview,California
0,Nubieber,California
0,Lakeside,California
0,Diamond Bar,California
0,Visalia,California
0,La Riviera,California
0,Jenner,California
2,Home Gardens,California
1,Moraga,California
2,Kelseyville,California
7,Berry Creek,California
0,Hawaiian Gardens,California
0,Meadow Valley,California
0,Yettem,California
0,Columbia,California
0,Lytle Creek,California
3,Yosemite Valley,California
0,Oak Park,California
0,East Palo Alto,California
0,Quincy,California
2,Squaw Valley,California
0,Timber Cove,California
0,Crockett,California
0,Cupertino,California
1,Bloomfield,California
1,Seal Beach,California
0,Winchester,California
0,Oakhurst,California
6,Gridley,California
0,McCloud,California
0,Clyde,California
0,East Tulare Villa,California
0,Armona,California
0,Glen Ellen,California
1,Riverside,California
0,Iron Horse,California
0,Alondra Park,California
0,Lake Wildwood,California
0,Doyle,California
0,East Porterville,California
1,Montgomery Creek,California
8,Lincoln,California
0,Pacheco,California
1,Joshua Tree,California
0,Emeryville,California
0,Redwood Valley,California
1,El Nido,California
0,Mohawk Vista,California
0,Johannesburg,California
0,C-Road,California
1,Camptonville,California
42,Yorba Linda,California
0,Woodville,California
1,San Buenaventura,California
2,Midway City,California
5,Oroville,California
2,Empire,California
12,Carlsbad,California
6,Aguanga,California
0,Cutler,California
1,Cambrian Park,California
0,San Lucas,California
0,Whitehawk,California
0,Snelling,California
0,Bear Valley,California
0,Ahwahnee,California
0,Temple City,California
1,Willow Creek,California
1,Artois,California
1,Blythe,California
1,Coloma,California
0,Freedom,California
0,Maywood,California
1,Green Acres,California
1,Fairbanks Ranch,California
0,Rodeo,California
3,Avenal,California
0,Alderpoint,California
1,Lincoln Village,California
6,Elverta,California
0,San Jose,California
0,South Taft,California
1,Arden-Arcade,California
0,Cartago,California
1,Monte Sereno,California
43,Lost Hills,California
0,Imperial,California
